title;year;volume;issue;journal;language;family;subgroup;mono_multilingual;topic;country;region;continent;coder;inclusion
Referential interactions of Turkish-learning children with their caregivers about non-absent objects: integration of non-verbal devices and prior discourse;2018;45;1;JCL;Turkish;Turkic;non-Indo-European;mono;Pragmatics and Discourse;Turkey;westernasia;Others;MK;included
Referential interactions of Turkish-learning children with their caregivers about non-absent objects: integration of non-verbal devices and prior discourse;2018;45;1;JCL;Turkish;Turkic;non-Indo-European;mono;Non-verbal communication;Turkey;westernasia;Others;MK;included
Auditory–visual speech perception in three- and four-year-olds and its relationship to perceptual attunement and receptive vocabulary;2018;45;2;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;Cyprus;westernasia;Others;MK;included
Auditory–visual speech perception in three- and four-year-olds and its relationship to perceptual attunement and receptive vocabulary;2018;45;2;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;Australia;australia_and_new_zealand;Others;MK;included
Auditory–visual speech perception in three- and four-year-olds and its relationship to perceptual attunement and receptive vocabulary;2018;45;2;JCL;English;Indo-European;English;mono;Language and Cognition;Cyprus;westernasia;Others;MK;included
Auditory–visual speech perception in three- and four-year-olds and its relationship to perceptual attunement and receptive vocabulary;2018;45;2;JCL;English;Indo-European;English;mono;Language and Cognition;Australia;australia_and_new_zealand;Others;MK;included
Effects of age and stimulus material on character introductions of Swedish-speaking four- to six-year-olds;2018;45;2;JCL;Swedish;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Sweden;northerneurope;Europe;MK;included
Effects of age and stimulus material on character introductions of Swedish-speaking four- to six-year-olds;2018;45;2;JCL;Swedish;Indo-European;other Indo-European;mono;Morphosyntax;Sweden;northerneurope;Europe;MK;included
Effects of age and stimulus material on character introductions of Swedish-speaking four- to six-year-olds;2018;45;2;JCL;Swedish;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Sweden;northerneurope;Europe;MK;included
He said, she said: effects of bilingualism on cross-talker word recognition in infancy;2018;45;2;JCL;English;Indo-European;English;both;Language and Cognition;Singapore;southeasternasia;Others;MK;included
Infant statistical-learning ability is related to real-time language processing;2018;45;2;JCL;English;Indo-European;English;mono (NR);Language and Cognition;United States;northamerica;North America;MK;included
Infant statistical-learning ability is related to real-time language processing;2018;45;2;JCL;English;Indo-European;English;mono (NR);Phonology;United States;northamerica;North America;MK;included
Infant statistical-learning ability is related to real-time language processing;2018;45;2;JCL;English;Indo-European;English;mono (NR);Morphosyntax;United States;northamerica;North America;MK;included
Maternal verbal responsiveness and directiveness: consistency, stability, and relations to child early linguistic development;2018;45;2;JCL;Finnish;Uralic;non-Indo-European;mono (NR);Vocabulary and Semantics;Finland;northerneurope;Europe;MK;included
Maternal verbal responsiveness and directiveness: consistency, stability, and relations to child early linguistic development;2018;45;2;JCL;Finnish;Uralic;non-Indo-European;mono (NR);Pragmatics and Discourse;Finland;northerneurope;Europe;MK;included
No perceptual reorganization for Limburgian tones? A cross-linguistic investigation with 6- to 12-month-old infants;2018;45;2;JCL;Dutch;Indo-European;other Indo-European;mono;Language and Cognition;Netherlands;westerneurope;Europe;MK;included
No perceptual reorganization for Limburgian tones? A cross-linguistic investigation with 6- to 12-month-old infants;2018;45;2;JCL;Dutch;Indo-European;other Indo-European;mono;Phonology;Netherlands;westerneurope;Europe;MK;included
No perceptual reorganization for Limburgian tones? A cross-linguistic investigation with 6- to 12-month-old infants;2018;45;2;JCL;Limburgian;Indo-European;other Indo-European;both;Phonology;Netherlands;westerneurope;Europe;MK;included
No perceptual reorganization for Limburgian tones? A cross-linguistic investigation with 6- to 12-month-old infants;2018;45;2;JCL;Limburgian;Indo-European;other Indo-European;both;Language and Cognition;Netherlands;westerneurope;Europe;MK;included
On-line processing of English which-questions by children and adults: a visual world paradigm study;2018;45;2;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
On-line processing of English which-questions by children and adults: a visual world paradigm study;2018;45;2;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
On-line processing of English which-questions by children and adults: a visual world paradigm study;2018;45;2;JCL;English;Indo-European;English;mono;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
On-line processing of English which-questions by children and adults: a visual world paradigm study;2018;45;2;JCL;English;Indo-European;English;mono;Language and Cognition;United States;northamerica;North America;MK;included
Parent–child conversations about literacy: a longitudinal, observational study;2018;45;2;JCL;English;Indo-European;English;NR;Language and Cognition;United States;northamerica;North America;MK;included
Parent–child conversations about literacy: a longitudinal, observational study;2018;45;2;JCL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Te Reo Maori: indigenous language acquisition in the context of New Zealand English;2018;45;2;JCL;Maori;Austronesian;non-Indo-European;multi;Pragmatics and Discourse;New Zealand;australia_and_new_zealand;Others;MK;included
Te Reo Maori: indigenous language acquisition in the context of New Zealand English;2018;45;2;JCL;English;Indo-European;English;both;Pragmatics and Discourse;New Zealand;australia_and_new_zealand;Others;MK;included
Te Reo Maori: indigenous language acquisition in the context of New Zealand English;2018;45;2;JCL;English;Indo-European;English;both;Morphosyntax;New Zealand;australia_and_new_zealand;Others;MK;included
Te Reo Maori: indigenous language acquisition in the context of New Zealand English;2018;45;2;JCL;Maori;Austronesian;non-Indo-European;multi;Morphosyntax;New Zealand;australia_and_new_zealand;Others;MK;included
Te Reo Maori: indigenous language acquisition in the context of New Zealand English;2018;45;2;JCL;Maori;Austronesian;non-Indo-European;multi;Vocabulary and Semantics;New Zealand;australia_and_new_zealand;Others;MK;included
Te Reo Maori: indigenous language acquisition in the context of New Zealand English;2018;45;2;JCL;English;Indo-European;English;both;Vocabulary and Semantics;New Zealand;australia_and_new_zealand;Others;MK;included
Temporal features of word-initial /s/+stop clusters in bilingual Mandarin–English children and monolingual English children and adults;2018;45;2;JCL;English;Indo-European;English;both;Phonology;United States;northamerica;North America;MK;included
Temporal features of word-initial /s/+stop clusters in bilingual Mandarin–English children and monolingual English children and adults;2018;45;2;JCL;Mandarin;Sino-Tibetan;non-Indo-European;multi;Phonology;United States;northamerica;North America;MK;included
The advantage of story-telling: children's interpretation of reported speech in narratives;2018;45;2;JCL;Dutch;Indo-European;other Indo-European;mono;Morphosyntax;Netherlands;westerneurope;Europe;MK;included
The advantage of story-telling: children's interpretation of reported speech in narratives;2018;45;2;JCL;Dutch;Indo-European;other Indo-European;mono;Morphosyntax;Norway;northerneurope;Europe;MK;included
The advantage of story-telling: children's interpretation of reported speech in narratives;2018;45;2;JCL;Dutch;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Netherlands;westerneurope;Europe;MK;included
The advantage of story-telling: children's interpretation of reported speech in narratives;2018;45;2;JCL;Dutch;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Norway;northerneurope;Europe;MK;included
Visual speech fills in both discrimination and identification of non-intact auditory speech in children;2018;45;2;JCL;English;Indo-European;English;NR;Language and Cognition;United States;northamerica;North America;MK;included
Visual speech fills in both discrimination and identification of non-intact auditory speech in children;2018;45;2;JCL;English;Indo-European;English;NR;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Visual speech fills in both discrimination and identification of non-intact auditory speech in children;2018;45;2;JCL;English;Indo-European;English;NR;Phonology;United States;northamerica;North America;MK;included
Visual speech fills in both discrimination and identification of non-intact auditory speech in children;2018;45;2;JCL;English;Indo-European;English;NR;Phonology;United Kingdom;northerneurope;Europe;MK;included
Visual speech fills in both discrimination and identification of non-intact auditory speech in children;2018;45;2;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Visual speech fills in both discrimination and identification of non-intact auditory speech in children;2018;45;2;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Who is the agent? The influence of pragmatic leads on children's reference assignment in non-obligatory control;2018;45;2;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Who is the agent? The influence of pragmatic leads on children's reference assignment in non-obligatory control;2018;45;2;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Children’s comprehension of contrastive connectives;2018;45;3;JCL;Dutch;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;Netherlands;westerneurope;Europe;MK;included
Children’s comprehension of contrastive connectives;2018;45;3;JCL;Dutch;Indo-European;other Indo-European;mono (NR);Morphosyntax;Netherlands;westerneurope;Europe;MK;included
Development of Spanish rhotics in Spanish–English bilingual children in the United States;2018;45;3;JCL;Spanish;Indo-European;other Indo-European;multi;Phonology;United States;northamerica;North America;MK;included
